epoch,dice_coef,iou,loss,lr,precision_1,recall_1,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
0,0.5799670219421387,0.41354793310165405,0.31429606676101685,1e-04,0.7455161213874817,0.6631315350532532,0.25630220770835876,0.14722107350826263,0.5306051969528198,0.994332492351532,0.04278462380170822
1,0.6931020617485046,0.5325199961662292,0.21211959421634674,1e-04,0.8556804060935974,0.7572033405303955,0.38038092851638794,0.2385319024324417,0.5135833621025085,0.9209187030792236,0.2395641803741455
2,0.7328175902366638,0.580457866191864,0.18305045366287231,1e-04,0.8734067678451538,0.7936528325080872,0.7086259722709656,0.5534399151802063,0.23439449071884155,0.8682383894920349,0.7245773077011108
3,0.7555124163627625,0.6092220544815063,0.16718757152557373,1e-04,0.8798257112503052,0.8144481778144836,0.7582582831382751,0.6130624413490295,0.18662990629673004,0.8390905261039734,0.8500216007232666
4,0.7721220850944519,0.6308882832527161,0.1563052386045456,1e-04,0.8878720998764038,0.8275132179260254,0.7803133726119995,0.6428561806678772,0.16795678436756134,0.866631805896759,0.8439362645149231
5,0.7842559218406677,0.6470815539360046,0.1474204808473587,1e-04,0.8907413482666016,0.8374999165534973,0.7780182957649231,0.6398760676383972,0.17910237610340118,0.8285664319992065,0.8692542910575867
6,0.7921068668365479,0.6578677892684937,0.14201223850250244,1e-04,0.8930894136428833,0.8439368009567261,0.7982677817344666,0.6669407486915588,0.16100449860095978,0.8820133209228516,0.8494756817817688
7,0.8008481860160828,0.6698470115661621,0.13607218861579895,1e-04,0.8978227376937866,0.8480846285820007,0.7833774089813232,0.6479451656341553,0.17648537456989288,0.921942412853241,0.7922368049621582
8,0.8130165934562683,0.6867336630821228,0.12774425745010376,1e-04,0.9057793021202087,0.8572309017181396,0.7745251655578613,0.6363295912742615,0.18189188838005066,0.931503176689148,0.77825927734375
9,0.8204023838043213,0.697253942489624,0.12274935841560364,1e-04,0.908455491065979,0.8622998595237732,0.7951929569244385,0.6636641621589661,0.16577595472335815,0.9113198518753052,0.8209008574485779
10,0.8308489322662354,0.7121497988700867,0.11531764268875122,1e-04,0.9131903052330017,0.8711193203926086,0.8027860522270203,0.6739803552627563,0.15523719787597656,0.9319655299186707,0.816559374332428
11,0.8391212224960327,0.7241982817649841,0.11004431545734406,1e-04,0.9174540042877197,0.877151370048523,0.7865219712257385,0.6538153290748596,0.1824459284543991,0.9536603689193726,0.7582484483718872
12,0.8409780263900757,0.7269312143325806,0.10870551317930222,1e-04,0.9187895655632019,0.8765920400619507,0.8218241333961487,0.6996934413909912,0.14565791189670563,0.9160739183425903,0.8473497033119202
13,0.8489159345626831,0.7389500141143799,0.10326170176267624,1e-04,0.9211514592170715,0.884630024433136,0.8203525543212891,0.6983294486999512,0.1556876301765442,0.9128240942955017,0.8355447053909302
14,0.8571409583091736,0.7510989308357239,0.09815014898777008,1e-04,0.9256507754325867,0.891831636428833,0.7982683777809143,0.667391300201416,0.16932839155197144,0.9452852010726929,0.7828940153121948
15,0.8618984222412109,0.7582163214683533,0.09436823427677155,1e-04,0.9271217584609985,0.894286572933197,0.8183590173721313,0.6941300630569458,0.14958162605762482,0.9327907562255859,0.821247398853302
16,0.870017409324646,0.7709453701972961,0.0881648063659668,1e-04,0.9313607215881348,0.9020054936408997,0.7950741648674011,0.6627963781356812,0.173041433095932,0.9412769675254822,0.7865358591079712
17,0.8773800730705261,0.7822667360305786,0.08331268280744553,1e-04,0.9354580640792847,0.9071549773216248,0.8275110721588135,0.7081149816513062,0.16374938189983368,0.9532111883163452,0.8030156493186951
18,0.8912276029586792,0.8043810725212097,0.0727015882730484,1e-05,0.9399780631065369,0.9223220944404602,0.8572144508361816,0.7515749931335449,0.12983082234859467,0.9285202622413635,0.8641480207443237
19,0.9002765417098999,0.8190603852272034,0.06499405950307846,1e-05,0.9473363757133484,0.9301860928535461,0.8595619797706604,0.7551580667495728,0.12753015756607056,0.9265964031219482,0.8716235160827637
20,0.9051943421363831,0.8271820545196533,0.06173897907137871,1e-05,0.9498599767684937,0.9341166615486145,0.861572802066803,0.7582274079322815,0.12836168706417084,0.9243889451026917,0.8742634057998657
21,0.908585250377655,0.8328348994255066,0.05942085385322571,1e-05,0.951732337474823,0.9367572665214539,0.863698422908783,0.7614606618881226,0.12954773008823395,0.9231700897216797,0.8759359121322632
22,0.911392331123352,0.8375451564788818,0.05745856463909149,1e-05,0.9533352255821228,0.9389958381652832,0.8654024004936218,0.7640608549118042,0.13098648190498352,0.9222492575645447,0.8770512342453003
23,0.9139461517333984,0.841852605342865,0.055670108646154404,1e-05,0.9548553228378296,0.9409541487693787,0.8669719099998474,0.7664573192596436,0.13265980780124664,0.9215759634971619,0.8778632283210754
24,0.9162729978561401,0.845794677734375,0.05403618514537811,1e-05,0.9562617540359497,0.9427862167358398,0.8680113554000854,0.7680771946907043,0.13471102714538574,0.9215655326843262,0.8774061799049377
25,0.9176655411720276,0.8481554985046387,0.052427373826503754,1e-06,0.9548977017402649,0.9472786784172058,0.8713406324386597,0.7733733654022217,0.13517384231090546,0.9313322305679321,0.8703276515007019
26,0.9187695980072021,0.8500343561172485,0.05177167430520058,1e-06,0.9581791162490845,0.9451625347137451,0.8720468282699585,0.7744804620742798,0.13580767810344696,0.9305357336997986,0.8713205456733704
27,0.9193531274795532,0.8510318994522095,0.05149777606129646,1e-06,0.9584252238273621,0.9454553723335266,0.8723944425582886,0.7750310897827148,0.13634587824344635,0.9300653338432312,0.8717623949050903
28,0.919811487197876,0.8518170714378357,0.05126865580677986,1e-06,0.9585669040679932,0.9457683563232422,0.8726208209991455,0.7753911018371582,0.13681812584400177,0.9298830032348633,0.8718650937080383
29,0.9202057123184204,0.8524914979934692,0.0510568730533123,1e-06,0.9586902260780334,0.9460667371749878,0.8727957606315613,0.7756683826446533,0.13723479211330414,0.929777979850769,0.8719038963317871
30,0.920501708984375,0.8529924154281616,0.05073545128107071,1e-07,0.9610527753829956,0.9441928863525391,0.872705340385437,0.7755399346351624,0.13747046887874603,0.9304664731025696,0.8710963726043701
31,0.9205891489982605,0.8531434535980225,0.050675202161073685,1e-07,0.9603672623634338,0.9450836777687073,0.8727738261222839,0.7756389379501343,0.13746914267539978,0.9300765991210938,0.8715347051620483
32,0.9206586480140686,0.8532633781433105,0.050633762031793594,1e-07,0.9599089622497559,0.9456679821014404,0.8728619813919067,0.7757660150527954,0.1374363750219345,0.9295706748962402,0.8720941543579102
33,0.9207185506820679,0.8533675074577332,0.05060151219367981,1e-07,0.9596047401428223,0.9460618495941162,0.872935950756073,0.7758732438087463,0.13742075860500336,0.9291714429855347,0.8725343942642212
34,0.9207739233970642,0.8534627556800842,0.05057375878095627,1e-07,0.9594138860702515,0.9463220238685608,0.8729947209358215,0.775959312915802,0.13742539286613464,0.928871214389801,0.8728480339050293
35,0.9208261966705322,0.8535533547401428,0.050548210740089417,1e-07,0.9592966437339783,0.9465038776397705,0.8730424642562866,0.7760295867919922,0.13744410872459412,0.9286757111549377,0.8730692863464355
36,0.9208773970603943,0.8536407351493835,0.05052362382411957,1e-07,0.9592335820198059,0.9466280341148376,0.8730812668800354,0.7760874629020691,0.13747456669807434,0.9285451769828796,0.8732194900512695
37,0.9209273457527161,0.8537272810935974,0.05049944296479225,1e-07,0.9591999650001526,0.9467163681983948,0.8731142282485962,0.7761372923851013,0.1375117003917694,0.9284561276435852,0.8733105659484863
38,0.9209766387939453,0.8538119196891785,0.050475455820560455,1e-07,0.9591844081878662,0.9467772245407104,0.8731436133384705,0.776181697845459,0.13755397498607635,0.9284011125564575,0.8733751177787781
39,0.9210257530212402,0.853895902633667,0.05045143514871597,1e-07,0.9591796398162842,0.9468278288841248,0.8731710314750671,0.7762238383293152,0.13759922981262207,0.9283576607704163,0.8734197020530701
